Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
331,4.965450e+02,8.508709,1.424180e-05,88.176000
332,4.980420e+02,8.481350,1.414130e-05,91.236000
333,4.995370e+02,8.482978,1.421580e-05,88.932000
334,5.010390e+02,8.494157,1.436110e-05,88.800000
335,5.025360e+02,8.480927,1.430140e-05,90.492000
336,5.040370e+02,8.501764,1.442810e-05,88.830000
337,5.055500e+02,8.491771,1.436110e-05,88.944000
338,5.070370e+02,8.581509,1.404440e-05,88.974000
339,5.085380e+02,8.587738,1.437970e-05,90.354000
340,5.100360e+02,8.528384,1.380600e-05,88.722000
341,5.115370e+02,8.484512,1.399600e-05,90.570000
342,5.130360e+02,8.517381,1.399600e-05,90.150000
343,5.145430e+02,8.541677,1.430140e-05,89.910000
344,5.160350e+02,8.564166,1.431630e-05,88.620000
345,5.175360e+02,8.545150,1.410030e-05,88.440000
346,5.190360e+02,8.537337,1.360110e-05,89.346000
347,5.205370e+02,8.518435,1.424930e-05,90.612000
348,5.220370e+02,8.558355,1.405930e-05,90.258000
349,5.235430e+02,8.604995,1.405930e-05,88.584000
350,5.250350e+02,8.551251,1.395500e-05,88.830000
351,5.265360e+02,8.591921,1.424930e-05,89.706000
352,5.280370e+02,8.647207,1.428280e-05,90.702000
353,5.295320e+02,8.622094,1.427910e-05,89.400000
354,5.310360e+02,8.607121,1.440200e-05,88.800000
355,5.325470e+02,8.604691,1.403700e-05,89.664000
356,5.340370e+02,8.576740,1.399600e-05,87.984000
357,5.355420e+02,8.558483,1.401090e-05,89.934000
358,5.370370e+02,8.566319,1.386190e-05,91.038000
359,5.385370e+02,8.618442,1.450260e-05,90.012000
360,5.400360e+02,8.625558,1.386930e-05,90.216000
361,5.415360e+02,8.640452,1.399600e-05,91.542000
362,5.430360e+02,8.647504,1.410770e-05,89.436000
363,5.445350e+02,8.640170,1.436850e-05,88.902000
364,5.460370e+02,8.660429,1.430140e-05,89.388000
365,5.475360e+02,8.656731,1.422320e-05,89.652000
366,5.490420e+02,8.644096,1.402580e-05,89.502000
367,5.505350e+02,8.581575,1.415620e-05,88.914000
368,5.520390e+02,8.636913,1.343720e-05,86.952000
369,5.535370e+02,8.654592,1.408170e-05,88.410000
370,5.550380e+02,8.678193,1.409280e-05,89.586000
371,5.565350e+02,8.640851,1.443560e-05,88.044000
372,5.580400e+02,8.717175,1.374640e-05,89.046000
373,5.595360e+02,8.665426,1.409660e-05,88.764000
374,5.610330e+02,8.702147,1.394380e-05,89.250000
375,5.625420e+02,8.633543,1.398480e-05,89.934000
376,5.640350e+02,8.701065,1.378360e-05,89.646000
377,5.655380e+02,8.721672,1.386560e-05,88.608000
378,5.670380e+02,8.719076,1.398480e-05,88.566000
379,5.685380e+02,8.725283,1.398110e-05,89.946000
380,5.700360e+02,8.681809,1.411520e-05,91.038000
381,5.715350e+02,8.710969,1.412260e-05,88.308000
382,5.730440e+02,8.731836,1.434620e-05,88.098000
383,5.745370e+02,8.690526,1.418600e-05,87.684000
384,5.760390e+02,8.716710,1.397730e-05,89.916000
385,5.775370e+02,8.746373,1.383580e-05,89.262000
386,5.790410e+02,8.758494,1.420460e-05,89.442000
387,5.805350e+02,8.725274,1.406300e-05,90.456000
388,5.820350e+02,8.717626,1.401090e-05,88.878000
389,5.835350e+02,8.744308,1.417850e-05,89.118000
390,5.850400e+02,8.716102,1.408910e-05,89.880000
391,5.865350e+02,8.753125,1.407420e-05,89.040000
392,5.880370e+02,8.828825,1.396620e-05,87.396000
393,5.895350e+02,8.761877,1.389910e-05,88.716000
394,5.910350e+02,8.772372,1.385070e-05,88.548000
395,5.925400e+02,8.736943,1.390660e-05,89.562000
396,5.940370e+02,8.792175,1.391770e-05,89.808000
397,5.955360e+02,8.787902,1.389910e-05,89.862000
398,5.970350e+02,8.787198,1.404070e-05,89.490000
