Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
245,6.129600e+01,14.998484,5.954020e-01,-13.938000
246,6.153900e+01,15.010103,5.954020e-01,-13.890000
247,6.180300e+01,15.023483,5.957070e-01,-13.932000
248,6.204100e+01,15.043071,5.956460e-01,-13.938000
249,6.229600e+01,15.053126,5.955240e-01,-13.938000
250,6.254100e+01,15.064022,5.954630e-01,-13.932000
251,6.280100e+01,15.077898,5.954630e-01,-13.926000
252,6.303600e+01,15.099924,5.954020e-01,-13.920000
253,6.329000e+01,15.116551,5.952800e-01,-13.914000
254,6.354400e+01,15.135117,5.952800e-01,-13.908000
255,6.380000e+01,15.159910,5.952800e-01,-13.896000
256,6.404400e+01,15.178023,5.951580e-01,-13.884000
257,6.429100e+01,15.197475,5.950360e-01,-13.878000
258,6.454700e+01,15.216963,5.949750e-01,-13.866000
259,6.480000e+01,15.244527,5.950360e-01,-13.866000
260,6.504600e+01,15.263604,5.950360e-01,-13.872000
261,6.529100e+01,15.283126,5.954630e-01,-13.872000
262,6.553900e+01,15.304663,5.954630e-01,-13.866000
263,6.579100e+01,15.340802,5.954630e-01,-13.866000
264,6.604500e+01,15.366080,5.953410e-01,-13.866000
265,6.629100e+01,15.391212,5.952800e-01,-13.866000
266,6.654600e+01,15.415216,5.952800e-01,-13.860000
267,6.679200e+01,15.448856,5.952190e-01,-13.854000
268,6.704500e+01,15.470399,5.952190e-01,-13.848000
269,6.728800e+01,15.491440,5.950360e-01,-13.836000
270,6.755000e+01,15.510339,5.950360e-01,-13.818000
271,6.779200e+01,15.539820,5.950970e-01,-13.800000
272,6.805300e+01,15.561610,5.950970e-01,-13.770000
273,6.829400e+01,15.582606,5.955850e-01,-13.800000
274,6.854600e+01,15.602494,5.952800e-01,-13.758000
275,6.878900e+01,15.633943,5.960120e-01,-13.770000
276,6.903800e+01,15.652023,5.958900e-01,-13.734000
277,6.929100e+01,15.667542,5.958290e-01,-13.782000
278,6.954300e+01,15.682728,5.957680e-01,-13.776000
279,6.980100e+01,15.705622,5.957680e-01,-13.776000
280,7.003800e+01,15.719561,5.956460e-01,-13.770000
281,7.028300e+01,15.732726,5.955850e-01,-13.764000
282,7.054100e+01,15.747066,5.955850e-01,-13.758000
283,7.080100e+01,15.768723,5.955850e-01,-13.752000
284,7.104600e+01,15.782474,5.955850e-01,-13.710000
285,7.128700e+01,15.796994,5.955240e-01,-13.734000
286,7.153700e+01,15.810671,5.956460e-01,-13.716000
